2021-08-25 14:28:15.598 INFO  org.hibernate.validator.internal.util.Version     :21   [32m                  [0;39m HV000001: Hibernate Validator 6.1.6.Final
2021-08-25 14:28:17.798 INFO  c.h.knowlagebase.config.KnowlagebaseApplication   :27   [32m                  [0;39m 地址：	http://127.0.0.1:8880
2021-08-25 14:28:18.026 INFO  com.zaxxer.hikari.HikariDataSource                :110  [32m                  [0;39m HikariPool-1 - Starting...
2021-08-25 14:28:18.751 INFO  com.zaxxer.hikari.HikariDataSource                :123  [32m                  [0;39m HikariPool-1 - Start completed.
2021-08-25 14:28:18.756 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:18.770 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:18.772 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:19.009 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:19.009 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:19.010 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:20.007 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:20.007 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:20.008 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:21.009 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:21.010 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:21.011 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:22.001 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:22.002 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:22.003 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:23.002 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:23.003 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:23.004 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:24.008 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:24.009 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:24.010 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:25.002 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:25.003 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:25.004 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:26.010 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:26.011 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:26.012 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:27.003 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:27.004 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:27.005 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:28.015 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:28.015 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:28.016 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:29.006 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:29.007 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:29.008 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:30.013 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:30.013 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:30.014 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:31.012 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:31.012 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:31.013 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:32.004 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:32.005 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:32.006 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:33.002 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:33.004 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:33.006 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:34.013 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:34.014 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:34.015 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:35.008 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:35.009 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:35.010 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:36.012 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:36.013 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:36.014 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:37.016 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:37.016 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:37.018 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:38.012 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:38.013 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:38.016 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:39.005 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:39.006 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:39.007 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:40.004 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:40.004 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:40.005 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:41.010 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:41.011 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:41.012 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:42.010 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:42.011 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:42.012 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:43.014 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:43.015 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:43.016 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:44.008 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:44.009 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:44.012 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:45.005 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:45.005 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:45.006 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:46.001 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:46.002 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:46.003 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:47.015 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:47.015 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:47.016 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:48.012 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:48.012 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:48.013 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:49.006 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:49.007 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:49.008 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:50.014 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:50.014 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:50.016 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:51.008 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:51.008 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:51.009 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:52.014 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:52.015 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:52.016 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
2021-08-25 14:28:53.003 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==>  Preparing: update ebook t1, (select ebook_id, count(1) doc_count, sum(view_count) view_count, sum(vote_count) vote_count from doc group by ebook_id) t2 set t1.doc_count = t2.doc_count, t1.view_count = t2.view_count, t1.vote_count = t2.vote_count where t1.id = t2.ebook_id
2021-08-25 14:28:53.003 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m ==> Parameters: 
2021-08-25 14:28:53.005 DEBUG c.h.k.mapper.DocMapperCust.updateEbookInfo        :137  [32m                  [0;39m <==    Updates: 1
